fw	class	nMethods	nPorted
ProCore	char const* std::__1::basic_regex<char, std::__1::regex_traits<char>>	33	0
Ozone	OZSceneSettings	33	0
Ozone	OZChanSceneNodeRef	33	0
Ozone	OZTransitiveBehavior	33	0
Ozone	non-virtual thunk to OZMaterialSpecularLayer	33	0
Ozone	OZTimelineViewForViewer	33	0
Ozone	OZTextSearchDelegate	33	0
Flexo	FFAssetCopyRequest	33	0
Flexo	FFFileLock	33	0
Flexo	FFTimelineIndexFilterMenuBuilder	33	0
Flexo	FFFetchItemTitlePropertiesOperation	33	0
Flexo	FFEffectBundleSurroundPanner	33	0
Flexo	FFBKEffectLibraryFolder	33	0
Flexo	FFInspectorOZEffectsController	33	0
Flexo	FFTheaterBrowserView	33	0
Flexo	FFDestRenderer	33	0
Flexo	FFVTRAWProcessorSession	33	0
Flexo	PEDrawSelectionOperation	33	0
Flexo	FFShareInfoFileSizePopoverViewController	33	0
Flexo	FFExportCaptionsFromCKSourceOperation	33	0
Flexo	FFBackgroundRenderJob	33	0
Helium	HGBitmapLoader	33	0
ProChannel	OZCompoundChannel	32	0
ProChannel	OZChannelRotation3D	32	0
ProCore	PCImageDescAtomBox	32	0
Ozone	OZMotionToForcesBehavior	32	0
Ozone	non-virtual thunk to OZFxGenerator	32	0
Ozone	OZEditTool	32	0
Ozone	OZLayerListOutlineView	32	0
Flexo	FFTimelineBenchmarkController	32	0
Flexo	FFCloudContentDownloadTask	32	0
Flexo	FFImportFileSystemTreeNode	32	0
Flexo	FFVerticalOrderInfo	32	0
Flexo	MapLocation	32	0
Flexo	FFEffectNode	32	0
Flexo	FFRetimingVideoEffect	32	0
Flexo	FFHGFanoutResultInternal	32	0
Flexo	FFAudioComponentsConfigWaveform	32	0
Flexo	FFExternalProvidersManager	32	0
Flexo	FFInspectorRatingParameterController	32	0
Flexo	FFOrganizerFilmstripChunkImportProgressLayer	32	0
Flexo	ProMSMediaServer	32	0
Flexo	FFMDPhotoGroupViewController	32	0
Flexo	FFMediaSidebarModule	32	0
Flexo	OKPaneCapItem	32	0
Flexo	FFTextSearchDelegate	32	0
Flexo	FFDestVideoRequestInfo	32	0
Flexo	FFHMDRender	32	0
Flexo	FFScheduleTokenDeinterlace	32	0
Flexo	FFNUpDisplay	32	0
Flexo	FFSharePanelEditAbstractTrackViewController	32	0
ProChannel	OZChannelImpl	31	0
ProCore	PCXMLStreamElement	31	0
Ozone	OZHMDRender	31	0
Ozone	OZMainTimingModule	31	0
Ozone	OZFontFamilyPopUpController	31	0
Flexo	FFPlayerHealthMeter	31	0
Flexo	FFFindRelateDupeCommand	31	0
Flexo	FFTrimAdapter	31	0
Flexo	FFRemoveAttributesOperation	31	0
Flexo	FFTimelineEditor	31	0
Flexo	FFAudioEqualizationController	31	0
Flexo	FFAudioSurroundPannerController	31	0
Flexo	FFLibraryModifySettingsController	31	0
Flexo	FFOrganizerFilterHUDRoleTileModule	31	0
Flexo	FFMediaSidebarLibraryNode	31	0
Flexo	FFArrangedItemsModule	31	0
Flexo	FFTextSearchDelegateBase	31	0
Flexo	FFTransportLongPressButton	31	0
Flexo	FFOZSuperEllipseTrackerOSC	31	0
Flexo	FFDestHMD	31	0
Flexo	FFProviderOffline	31	0
Flexo	FFMarqueeSelectionModeDetector	31	0
Flexo	FFResponderLayerControl	31	0
Flexo	FFIMTrailerInfo	31	0
Flexo	FFShareSourcesListViewController	31	0
Flexo	FFSegmentStoreInfo	31	0
Helium	HGRenderContext	31	0
ProChannel	OZDynamicVertex	30	0
ProCore	PCAtomBox	30	0
ProCore	PMRStopwatch	30	0
Ozone	non-virtual thunk to OZElement	30	0
Ozone	OZAudioMasterTrack	30	0
Ozone	OZChanObjectManipRef	30	0
Ozone	non-virtual thunk to OZImageMask	30	0
Ozone	OZCamera	30	0
Ozone	non-virtual thunk to OZMaterialBase	30	0
Ozone	OZChannelFontBase	30	0
Ozone	TMMatrix	30	0
Ozone	OZCompassOverlay	30	0
Ozone	OZTypefacePopUpController	30	0
Flexo	FFScopedExternalUnitEffect	30	0
Flexo	HPMCoreMedia	30	0
Flexo	FFSplitCaptionsOperation	30	0
Flexo	FFTimelineCaptionItemLayer	30	0
Flexo	FFInlineColorBoardPuckInfoView	30	0
Flexo	FFSwitch	30	0
Flexo	FFLumaBump	30	0
Flexo	FFMediaSourceDescription	30	0
Flexo	NSImage	30	0
Flexo	FFSaveEffectPresetOperation	30	0
Flexo	FFHeOrientationEffect	30	0
Flexo	FFSegmentationAnalysisRequest	30	0
Flexo	FFHeVAMLMatteEffect	30	0
Flexo	FFStreamVideoEffect	30	0
Flexo	FFBeatGridSubOperation	30	0
Flexo	FFAssetTranscodeRequest	30	0
Flexo	FFCPSViewController	30	0
Flexo	FFDataListLanesBuilder	30	0
Flexo	FFInspectorEnumParameterController	30	0
Flexo	FFInspectorFolderController	30	0
Flexo	FFMediaSidebarCell	30	0
Flexo	FFPlayerVideoScopesModule	30	0
Flexo	FFMultiCamOSC	30	0
Flexo	FFPopulateStorylineOperation	30	0
Flexo	FFXMLExportOptions	30	0
Helium	HGComicDesignerInterfaceImplementation	30	0
Helium	HGColorMatrix	30	0
ProChannel	OZChannelBool3D	29	0
ProChannel	OZChannelText	29	0
ProCore	PCColorUtil	29	0
Ozone	OZSplineTool	29	0
Ozone	OZPresetManager	29	0
Flexo	FFAudioSourceScope	29	0
Flexo	FFCloudContentCategoryDownloadView	29	0
Flexo	FFAudioObjectComponentsConfigObject	29	0
Flexo	FFMediaRepDownloadController	29	0
Flexo	FFModelObject	29	0
Flexo	FFMultiAngleAudioSyncTask	29	0
Flexo	FFShareExportFileDestination	29	0
Flexo	FFMediaTimeConverter	29	0
Flexo	FFNudgeClipsVerticallyCommand	29	0
Flexo	FFSharedAudioUnitPool	29	0
Flexo	FFMicaEffect	29	0
Flexo	FFCameraLUTController	29	0
Flexo	FFRendererInfo	29	0
Flexo	FFDataListLanesDragOperation	29	0
Flexo	FFInspectorBaseFolderController	29	0
Flexo	FFOrganizerFilterHUDKeywordsTileModule	29	0
Flexo	FFOrganizerMediaDetailSearchHeader	29	0
Flexo	FFTranscodeMediaWindowController	29	0
Flexo	FFPlayerMetalLayer	29	0
Flexo	FFJSONUnarchiver	29	0
Flexo	FFTheaterStore	29	0
Flexo	FFVideoScopesWaveformModule	29	0
Flexo	FFCombinedCropBackgroundOSC	29	0
Flexo	FFDestVAMLVisualSearchAnalyzer	29	0
ProChannel	OZSplineNode	28	0
ProChannel	OZStaticVertex	28	0
ProChannel	OZChannel2D	28	0
ProChannel	CHChannelDouble	28	0
ProCore	PCFilter	28	0
ProCore	PCColorDescription	28	0
Ozone	OZRetimingBehavior	28	0
Ozone	OZMotionPathBehavior	28	0
Ozone	OZProjectNode	28	0
Ozone	OZLayerNameStatusCell	28	0
Ozone	OZLibraryBrowserMatrix	28	0
Ozone	OZDFRIdentifier	28	0
Flexo	FFOZMediaRefChannel	28	0
Flexo	ProResRaw::PluginMultiSettingsController	28	0
Flexo	CoreMediaMovieReader_Decode	28	0
Flexo	FFVTDecompressionSession	28	0
Flexo	AUSampleRateConverterWithTimeStamps	28	0
Flexo	FFCaptionTextBlockLayoutManager	28	0
Flexo	FFAnchoredObjectOperations	28	0
Flexo	FFCollectionFades	28	0
Flexo	FFBaseDSObject	28	0
Flexo	FFAssetProxy	28	0
Flexo	FFDupeDetectionChangeLogFilter	28	0
Flexo	FFStorySequenceBridge	28	0
Flexo	RCPlayer	28	0
Flexo	FFProExtensionAudioDecoder	28	0
Flexo	FFIMovieIOSProjectArchive	28	0
Flexo	FFAudioAnalysisConfigManager	28	0
Flexo	FFColumnSetUtils	28	0
Flexo	FFShareDestinationOpenWithMenuMaker	28	0
Flexo	FFMaskAdditionsAnimStateCell	28	0
Flexo	FFTrimOSC	28	0
Flexo	FFVoiceOverController_macOS	28	0
Flexo	FFFlexMusicLibrary	28	0
Flexo	FFPasteboardItem	28	0
Flexo	MXFSoundMedia	28	0
Helium	HGFormatUtils	28	0
Helium	HGLimits	28	0
Helium	HGGLContext	28	0
ProCore	PCDelaunay::TriangleEdge	27	0
Ozone	OZAudioLayer	27	1
Ozone	OZPasteList	27	0
Ozone	OZImageGenerator	27	0
Ozone	OZHostApplicationDelegateHandler	27	0
Ozone	OZDFRProjectNavigatorFrame	27	0
Ozone	OZCameraOptionsOverlay	27	0
Ozone	OZMoAnimStatusCell	27	0
Ozone	OZMoCurveEditorAudioDelegate	27	0
Ozone	OZTXInterface	27	0
Ozone	OZRigAspectRatioListCtlr	27	0
Flexo	FFAVFVideoCursor	27	0
Flexo	FFOrganizerDFRController	27	0
Flexo	FFUpdateCaptionThroughEditIndicatorsOperation	27	0
Flexo	FFBeatGridFeature	27	0
Flexo	FFNewUserTimelineOverlayViewController	27	0
Flexo	FFCustomCameraLUTProps	27	0
Flexo	FFCPSEventInfoVC	27	0
Flexo	FFInspectorParameterController	27	0
Flexo	_FFInspectorContainerStackView	27	0
Flexo	_FFInspectorMediaFormatsController	27	0
Flexo	PHAsset	27	0
Flexo	FFMDPhotoAbstractViewController	27	0
Flexo	FFItemsContainerView	27	0
Flexo	FFCustomOverlayOSC	27	0
Flexo	FFSuperEllipseShapeOSC	27	0
Flexo	FFTransform2DBackgroundOSC	27	0
Flexo	FFImageRepFigSchedFrame	27	0
Flexo	FFSourceAudio	27	0
Flexo	FFResponderLayerStaticText	27	0
Flexo	FFFadeHandlesDataSource	27	0
Flexo	FFSegmentationMaskTrackLayer	27	0
Flexo	FFVAMLVisualSearchAnalysisRequest	27	0
Flexo	FFColorMatchHelper	27	0
Flexo	FFConsumerCinematicTool	27	0
Flexo	FFExportCaptionSidecarFileOperation	27	0
Flexo	FFMediaShareHelper	27	0
Flexo	FFSharePanelChildBrick	27	0
Flexo	FFStaticTextLayer	27	0
Flexo	FFDestAutoReframeTrack	27	0
Flexo	MXFPictureMedia	27	0
Helium	HGGPURenderContext	27	0
Helium	arb	27	0
Helium	HGMetalDeviceInfo	27	0
ProChannel	OZChannelPosition	26	0
ProChannel	CHChannelEnum	26	0
ProCore	PCCaption	26	0
ProCore	PCMotionBundleProjectSettings	26	0
ProCore	PCMapLocation	26	0
Ozone	OZNotificationManager	26	0
Ozone	OZTimeMarkerSet	26	0
Ozone	OZChannelStringEnum	26	0
Ozone	OZSystemSimulator	26	0
Ozone	OZTool	26	0
Ozone	OZTimecodeFormatter	26	0
Ozone	OZDFRItemFactory	26	0
Ozone	OZPlaylineView	26	0
Flexo	FFAudioPlaybackScrubBuffer	26	0
Flexo	FFAudioStreamObjectScope	26	0
Flexo	MXF::MXFPartitionData	26	0
Flexo	MXF::MXFTimeline	26	0
Flexo	FFInlinePuckButton	26	0
Flexo	FFButtonLayerRep	26	0
Flexo	FFUpdateItemLayerTitlesOperation	26	0
Flexo	FFHeFlowTransitionEffect	26	0
Flexo	RCTeam	26	0
Flexo	FFQCEffect	26	0
Flexo	FFSemanticSegmentation	26	0
Flexo	FFAudioPanDishView	26	0
Flexo	FFOrganizerFilmListEditorWindowController	26	0
Flexo	FFContentBrowserModule	26	0
Flexo	FFMDEffectsModule	26	0
Flexo	FFVideoScopesVectorscopeBodyLayer	26	0
Flexo	FFSourceAudioScheduledReadFile	26	0
Flexo	FFAnchoredObjectSegmentedVideoSource	26	0
Flexo	FFResponderLayerPopupButton	26	0
Flexo	FFBrickView	26	0
Flexo	FFShareHelper	26	0
Flexo	FFChannelAction	26	0
Flexo	FFQTMovieWriter	26	0
Flexo	FFSourceVideoStreamCostInfo	26	0
Flexo	FFDestDominantMotion	26	0
Helium	HGBitmap	26	0
Helium	HKNode	26	0
ProChannel	OZChannelVaryingFolder	25	0
ProChannel	OZChannelDiscreteColor	25	0
ProChannel	CHChannelUint32	25	0
ProChannel	CHChannelUint16	25	0
ProChannel	CHChannelBool	25	0
Ozone	METimeRemap	25	0
Ozone	OZSimulationBehavior	25	0
Ozone	OZImagePreview	25	0
Ozone	OZBackgroundShareOperation	25	0
Ozone	OZBasePreset	25	0
Ozone	OZCacheDisplayManager	25	0
Ozone	OZDFRTimingOptionsViewController	25	0
Ozone	OZDFRSliderBarItemBaseController	25	0
Ozone	OZCaarPreviewWindowController	25	0
Flexo	FFAudioObjectComponentsLayout	25	0
Flexo	FFRoleChangeContext	25	0
Flexo	FFDupeContainerLayer	25	0
Flexo	FFFindCaptionThroughEditsOperation	25	0
Flexo	FFTimelineClipsIndexFilterPredicateBuilder	25	0
Flexo	FFTimelineLayoutMetrics	25	0
Flexo	FFEffectBundleInternalBundle	25	0
Flexo	FFHeReorientEffect	25	0
Flexo	FFImportFileManager	25	0
Flexo	FFAudioComponentsConfigWaveformManager	25	0
Flexo	FFInspectorLegacyEffectsRootDelegate	25	0
Flexo	FFInspectorModuleProjectProperties	25	0
Flexo	FFMarkerEditorViewModule	25	0
Flexo	FFOrganizerFilmListOutlineView	25	0
Flexo	FFPurgeRenderFilesWindowController	25	0
Flexo	FFMediaSidebarOutlineView	25	0
Flexo	FFShareDestinationAddControllerTileView	25	0
Flexo	FFTheaterTranscodeController	25	0
Flexo	FFTextSearchController	25	0
Flexo	FFTrackerShapeMaskOSC	25	0
Flexo	FFGeometryBasedMarqueeSelectionModeDetector	25	0
Flexo	FFStreamAudioOptions	25	0
Flexo	FFMutableStreamAudioOptions	25	0
Flexo	_AnchoredObjectRecord	25	0
Flexo	FFSharePanelVideoChildBrick	25	0
Flexo	FFBackgroundShareOperationUserNotificationFactory	25	0
Flexo	FFIndexPath	25	0
Flexo	FFPromiseOp	25	0
Flexo	FFDestSceneDetection	25	0
Flexo	FFImportFCPProjOperation	25	0
Helium	HGeometryData	25	0
Helium	HGBlur	25	0
ProChannel	OZChannel3D	24	0
ProChannel	OZChannelButton	24	0
ProChannel	OZChannelHistogram	24	0
ProCore	PCColorSpaceHandle	24	0
Ozone	non-virtual thunk to OZFootage	24	0
Ozone	OZMaterialFresnelLayer	24	0
Ozone	OZSimSystemMoToFoBehavior	24	0
Ozone	OZMaterialBumpMapLayer	24	0
Ozone	OZImageEnvironment	24	0
Ozone	OZMaterialEmissiveLayer	24	0
Ozone	non-virtual thunk to OZMaterialDiffuseLayer	24	0
Ozone	OZLibraryOutlineView	24	0
Ozone	OZProjectPreset	24	0
Ozone	OZRamCacheManager	24	0
Ozone	OZDFRColorPickerController	24	0
Ozone	LKFont	24	0
Flexo	FFAVFQTMediaReader	24	0
Flexo	FFCaptionRenderer	24	0
Flexo	FFColorBalanceLabelController	24	0
Flexo	FFAnchoredEffectComponent	24	0
Flexo	FFFileSet	24	0
Flexo	FFShowRelateDupeCommand	24	0
Flexo	FFPrivateClipCreationCommand	24	0
Flexo	FFHeBlendEffect	24	0
Flexo	NSDictionary	24	0
Flexo	FFShapeMaskEffect	24	0
Flexo	FFEffectCopyRequestSet	24	0
Flexo	FFEffectPreset	24	0
Flexo	FFImageRepCGImage	24	0
Flexo	FFPlayerItemModule	24	0
Flexo	FFTheaterProgressLayer	24	0
Flexo	FFVideoScopesHistogramBodyLayer	24	0
Flexo	FFVideoScopesWaveformView	24	0
Flexo	FFConsolidateOptionsWindowController	24	0
Flexo	FFBalanceColorUserEffectOSC	24	0
Flexo	FFOutlineViewCellContentLayer	24	0
Flexo	FFDestVideoDCD	24	0
Flexo	FFProviderLayeredPSD	24	0
Flexo	FFTimelineAudioComponentUtilities	24	0
Flexo	FFShareStatus	24	0
Flexo	FFSharePanelRolesListVideoFooterBrickViewController	24	0
Flexo	FFSharePanelEditTrackCaptionsAccessoryViewController	24	0
Flexo	FFSharePanelRolesListBrickViewController	24	0
Flexo	FFSharePanelRoleHomogeneityDeterminer	24	0
Flexo	FFSegmentStore	24	0
Flexo	FFSegmentStoreRef	24	0
Flexo	FFFaceRegistryEntry	24	0
Flexo	FFXMLTranslationTaskDelegate	24	0
Helium	HGToneCurve	24	0
ProChannel	OZConstantNode	23	0
ProChannel	OZBSplineInterpolator	23	0
ProChannel	OZChanObjectRef	23	0
ProChannel	OZChannelLevels	23	0
ProChannel	CHChannelColorNoAlpha	23	0
ProCore	operator<<(std::__1::basic_ostream<char, std::__1	23	0
ProCore	PCCurveFit	23	0
ProCore	PCTimecodeMode	23	0
Ozone	OZFxGenerator_Factory	23	0
Ozone	OZCIPluginGenerator_Factory	23	0
Ozone	OZFxFilter_Factory	23	0
Ozone	OZSnowflakeReplacementEffect_Factory	23	0
Ozone	OZMaterialLayerSequenceFolder	23	0
Ozone	OZFxXPCConnectionMap	23	0
Ozone	OZFolderLightShadow	23	0
Ozone	non-virtual thunk to OZLinkBehavior	23	0
Ozone	OZLibraryThumbnailScrollView	23	0
Ozone	OZPerson3DSCNSceneBuilder	23	0
Ozone	OZPXVideoDecoder	23	0
Ozone	OZShapeBehaviorOSC	23	0
Ozone	OFProgressEntry	23	0
Ozone	OZMoCurveEditorView	23	0
Flexo	FFAudioPlaybackSkipStyleBuffer	23	0
Flexo	FFAVFCompositionMediaReader	23	0
Flexo	AUSimpleScoper	23	0
Flexo	FFInlineColorBoardPuckInfoGroupView	23	0
Flexo	FFAnchoredObjectMetadataHelper	23	0
Flexo	FFAudioComponentSourceDisabledRange	23	0
Flexo	FFLibraryTaskOptions	23	0
Flexo	FFClipRef	23	0
Flexo	FFToggleAudioSummaryCommand	23	0
Flexo	FFCrossFadeAlignedClipsOperation	23	0
Flexo	FFCrossFadeAudioOperation	23	0
Flexo	EDTUpdateStoryModelOperation	23	0
Flexo	FFPrecisionMediaTimeConverter	23	0
Flexo	FFTimelineIndexClipsTableViewDupeDetectionDelegate	23	0
Flexo	FFTimelineIndexClipsTableViewDupeSelectionReloadDelegate	23	0
Flexo	FFRemoveEffectsOperation	23	0
Flexo	FFHeConformEffect	23	0
Flexo	FFMapCacher	23	0
Flexo	FFMapLocationViewController	23	0
Flexo	FFFileImporter	23	0
Flexo	FFImageRepDeferredBlockImage	23	0
Flexo	FFImageRepInteropTex	23	0
Flexo	FFIMovieUpgrade	23	0
Flexo	FFCPSPhotoEventInfoVC	23	0
Flexo	FFCPSClapperboardView	23	0
Flexo	FFInspectorDoubleParameterController	23	0
Flexo	FFInspectorControllerFrameDrawer	23	0
Flexo	FFInspectorControllerBaseHighlightDrawer	23	0
Flexo	FFInspectorEffectBrickController	23	0
Flexo	FFInspectorModuleAudioComponents	23	0
Flexo	FFTimelineCurvesEditor	23	0
Flexo	FFOrganizerFilterHUDTextTileModule	23	0
Flexo	FFRenderFilesPurgeManager	23	0
Flexo	FFRoleEditorOutlineView	23	0
Flexo	FFShareDestinationDiscController	23	0
Flexo	FFShareDestinationVideoPresetsMenuMaker	23	0
Flexo	FFVideoScopesVectorscopeModule	23	0
Flexo	FFSportTitleOSC	23	0
Flexo	FFDragObjectOSC	23	0
Flexo	FFDestAudioOutputUnit	23	0
Flexo	FFAudioSession	23	0
Flexo	FFVideoOutScreenBlocker	23	0
Flexo	FFPinTimelineLanesOperation	23	0
Flexo	FFTimelineMarkerLayer	23	0
Flexo	_FaceColorSelectionToolDelegate	23	0
Flexo	_WhiteBalanceSelectionToolDelegate	23	0
Flexo	FFExportCaptionSidecarFilesOperation	23	0
Helium	HGHWMultiBlend	23	0
Helium	HGDotGraph	23	0
Helium	HGHandler	23	0
ProChannel	OZChannelBase_Factory	22	0
ProChannel	OZChannelDouble_Factory	22	0
ProChannel	OZChannelBool_Factory	22	0
ProChannel	OZChannelUint32_Factory	22	0
ProChannel	OZChannelAngle_Factory	22	0
ProChannel	OZChannelPercent_Factory	22	1
ProChannel	OZChannelShearAngle_Factory	22	0
ProChannel	OZChannelAspectRatio_Factory	22	0
ProChannel	OZChannelAspectRatioFootage_Factory	22	0
ProChannel	OZChannelGammaFootage_Factory	22	0
ProChannel	OZChannelFolder_Factory	22	0
ProChannel	OZCompoundChannel_Factory	22	0
ProChannel	OZChannel2D_Factory	22	0
ProChannel	OZChannelBool3D_Factory	22	0
ProChannel	OZChannelPosition_Factory	22	0
ProChannel	OZChannelPositionPercent_Factory	22	0
ProChannel	OZChannelShear_Factory	22	0
ProChannel	OZChannelScale_Factory	22	0
ProChannel	OZChannel3D_Factory	22	0
ProChannel	OZChannelScale3D_Factory	22	0
ProChannel	OZChannelColorNoAlpha_Factory	22	0
ProChannel	OZChannelColor_Factory	22	0
ProChannel	OZChannelQuad_Factory	22	0
ProChannel	OZChannelCrop_Factory	22	0
ProChannel	OZChannelDiscreteColor_Factory	22	0
ProChannel	OZChannelGradientRGBFolder_Factory	22	0
ProChannel	OZChannelGradientAlphaFolder_Factory	22	0
ProChannel	OZChannelGradientSample_Factory	22	0
ProChannel	OZChannelGradientSampleRGB_Factory	22	0
ProChannel	OZChannelGradientSampleAlpha_Factory	22	0
ProChannel	OZChannelGradientExtras_Factory	22	0
ProChannel	OZChannelGradientPositioned_Factory	22	0
ProChannel	OZChannelVaryingFolder_Factory	22	0
ProChannel	OZChannelObjectRootBase_Factory	22	0
ProChannel	OZChannelLevels_Factory	22	0
ProChannel	OZChannelButton_Factory	22	0
ProChannel	OZChannelHelpButton_Factory	22	0
ProChannel	OZChannelText_Factory	22	0
ProChannel	OZChannelDoubleOverRange_Factory	22	0
ProChannel	OZChannelScaleOverRange_Factory	22	0
ProChannel	OZChannelAngleOverRange_Factory	22	0
ProChannel	OZChannelPercentOverRange_Factory	22	0
ProChannel	OZChannel2DOverRange_Factory	22	0
ProChannel	OZChannelTransformSwitch_Factory	22	0
ProChannel	OZChannelUint16_Factory	22	0
ProChannel	OZChannelSeed_Factory	22	0
ProChannel	OZChannelDecibel_Factory	22	0
ProChannel	OZChannelFrame_Factory	22	0
ProChannel	OZChannelTimecode_Factory	22	0
ProChannel	OZChannelBlindData_Factory	22	0
ProChannel	OZChannelCurve_Factory	22	0
ProChannel	OZChannelEnum_Factory	22	0
ProChannel	OZChannelGradientWithAngle_Factory	22	0
ProChannel	OZChannelHistogramSample_Factory	22	0
ProChannel	OZChannelProgress_Factory	22	0
ProChannel	OZChannelVertexFolder_Factory	22	0
ProChannel	OZChanObjectRef_Factory	22	0
ProChannel	OZChannelPosition3D_Factory	22	0
ProChannel	OZChannelRotation3D_Factory	22	0
ProChannel	OZChannelGradient_Factory	22	0
ProChannel	OZChannelHistogram_Factory	22	0
ProChannel	OZChannelRef	22	0
ProChannel	OZChannelEnumInterpMode_Factory	22	0
ProChannel	OZChannelPositionPercent3D_Factory	22	0
ProChannel	OZChannelQuadPercent_Factory	22	0
ProChannel	CHChannelIntegral	22	0
ProCore	PCImage	22	0
ProCore	PCDelaunay	22	0
ProCore	FigTimeRangeObj	22	0
ProCore	PCMotionProjectXMLParser	22	0
ProCore	PMRSplitTime	22	0
Ozone	OZSnowflakeReplacementGenerator_Factory	22	0
Ozone	non-virtual thunk to OZMaterialFlatLayer	22	0
Ozone	OZChannelMaterialLayerMap	22	0
Ozone	OZChannelMaterialMapTransform	22	0
Ozone	non-virtual thunk to OZStyle	22	0
Ozone	OZFootageLayer	22	0
Ozone	OZTimeMarker	22	0
Ozone	OZ3DEngineSceneFileImpl	22	0
Ozone	non-virtual thunk to OZCloneGenerator	22	0
Ozone	OZWriteOnBehavior	22	0
Ozone	non-virtual thunk to OZMaterialSubstanceLayer	22	0
Ozone	OZ3DEnginePhysicsFieldBehavior	22	0
Ozone	OZMaterialLayersFolder	22	0
Ozone	OZFontManagerBase	22	0
Ozone	OZTimelineViewAudio	22	0
Ozone	OZCopyFootageInfo	22	0
Ozone	OZDFRProjectNavigatorPlayRangeView	22	0
Ozone	OZChanObjectRefWithPickerController	22	0
Ozone	OZRetimingController	22	0
Ozone	OZMotionPathOSC	22	0
Ozone	OZLibraryTopPaneController	22	0
Ozone	OZInspectorSegmentedCell	22	0
Ozone	OZDeferredLoadLibEntry	22	0
Flexo	FFPMRXMLInstrument	22	0
Flexo	FFAudioEffectChain	22	0
Flexo	FFColorBalanceUtils	22	0
Flexo	FFModelUpdateHandler	22	0
Flexo	FFResourceMap	22	0
Flexo	FFSequenceRecord	22	0
Flexo	FFMediaResource	22	0
Flexo	FFUTDiffReport	22	0
Flexo	FFReloadItemTitlesOperation	22	0
Flexo	FFSingleMaskedEffect	22	0
Flexo	FFRateConformVideoEffect	22	0
Flexo	FFImageAbsoluteOutputFormat	22	0
Flexo	FFImageRepFFPixelBuffer	22	0
Flexo	FFMediaUsageEnumerator	22	0
Flexo	FFAudioPanController	22	0
Flexo	FFBKEffectLibraryItem	22	0
Flexo	FFInspectorControllerHighlightDrawer	22	0
Flexo	FFOZChannelBridgeInspectorController	22	0
Flexo	FFInspectorTabSplitViewModuleColor	22	0
Flexo	FFOrganizerFilmstripClipLabelLayer	22	0
Flexo	FFImportFavoritesSidebarCollection	22	0
Flexo	FFMDPhotoObjectSequenceStore	22	0
Flexo	FFImportMediaSidebarDeviceNode	22	0
Flexo	FFMediaSidebarEventNode	22	0
Flexo	FFRoleEditorConsolidatedActions	22	0
Flexo	FFShareDestinationVideoSettingsMenuDelegate	22	0
Flexo	FFVideoScopesHistogramModule	22	0
Flexo	FFAudioMatchTask	22	0
Flexo	FFNamingPresetWindowController	22	0
Flexo	PRRawPluginSettingsController	22	0
Flexo	FFSharingFieldWindowController	22	0
Flexo	FFOrganizedLaneByRoleArranger	22	0
Flexo	FFFullScreenDCDView	22	0
Flexo	FFSourceVideoLayeredPSD	22	0
Flexo	FFTimelineViewDataSource	22	0
Flexo	FFTimelineRangeItem	22	0
Flexo	FFScheduleTokenAndImage	22	0
Flexo	FFSegmentationMaskSegmentLayer	22	0
Flexo	FFTrackingSelectorLayer	22	0
Flexo	FFCSDestinationPopoverIView	22	0
Flexo	FFShareDestinationViewController	22	0
Flexo	FFBrickTreeController	22	0
Flexo	FFMakeCaptionSetForEmbeddingOperation	22	0
Flexo	FFUserAgreementPanel	22	0
Flexo	FFBackgroundShareOperationUserNotificationGroup	22	0
Flexo	FFSelectCaptionsPanel	22	0
Flexo	NSMutableDictionary	22	0
Flexo	FFMessageTracer	22	0
Flexo	FFCaptionValidator	22	0
Flexo	FFFaceDetectionInfo	22	0
Helium	HGGLContextCGL	22	0
Helium	HGRenderExecUnit	22	0
Helium	TextureDeleteQueue	22	0
Helium	HGApply3DLUT	22	0
Helium	HGConvolution	22	0
Helium	HGMetalContext	22	0
Helium	HGLodFilter	22	0
Helium	HGCVPixelBuffer	22	0
ProChannel	OZCurveNode	21	0
ProChannel	OZVertex	21	0
ProChannel	OZXSplineInterpolator	21	0
ProCore	PCPixelFormat	21	0
Ozone	OZNULLBehavior_Factory	21	0
Ozone	OZSimulationBehavior_Factory	21	0
Ozone	OZShapeBehavior_Factory	21	0
Ozone	OZWriteOnBehavior_Factory	21	0
Ozone	OZReflexiveBehavior_Factory	21	0
Ozone	OZTransitiveBehavior_Factory	21	0
Ozone	OZChannelBehavior_Factory	21	0
Ozone	OZSingleChannelBehavior_Factory	21	0
Ozone	OZMotionToForcesBehavior_Factory	21	0
Ozone	OZSimSystemMoToFoBehavior_Factory	21	0
Ozone	OZCollisionBehavior_Factory	21	0
Ozone	OZAudioBehavior_Factory	21	0
Ozone	OZRetimingBehavior_Factory	21	0
Ozone	OZRigBehavior_Factory	21	1
Ozone	OZLinkBehavior_Factory	21	0
Ozone	OZMotionPathBehavior_Factory	21	0
Ozone	OZLayeredMaterial_Factory	21	0
Ozone	PCMatrix44Tmpl<double>	21	0
Ozone	std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>	21	0
Ozone	OZShape	21	0
Ozone	OZ3DExtrusionProperties	21	0
Ozone	OZChanImageNodeRef	21	0
Ozone	OZChanRotoshapeRef	21	0
Ozone	OZTimelineState	21	0
Ozone	non-virtual thunk to OZSingleChannelBehavior	21	0
Ozone	OZChanElementOrFootageRef	21	0
Ozone	OZChannelMaterialRoot	21	0
